Sample1	Sample2	Sample3	Sample4	Sample5
LARP1B	3.028843	7.348974	11.1668801	10.937583	4.792865
MMRN1	1.763144	2.660936	0.98621	0.423383	0.2385431
PDE5A	1.9390297	6.0456585	4.2488128	2.108254	1.9472212
PRDM5	0.443492	1.637935	1.2371521	1.2051108	0.721429
TRPC3	0.0712066	0.1772339	0.0915026	0.0314744	0.1357
NAAA	12.106108	16.092851	29.34384	8.455817	13.226961
NUP54	8.18702	17.142444	20.408656	19.93567	8.345574
CXCL9	253.27	20.5375	120.793	8.76441	16.3358
BMP2K	4.195206	7.070141	7.244788	4.623777	3.049162
G3BP2	38.511597	56.101743	48.319067	42.710907	27.168433
SEPT11	13.4452968888	48.316435	44.7086041	11.9700067	13.0673888
FRAS1	0.180487	1.9407137	1.8548494	0.4542516	0.253426
SCARB2	65.82039	95.5271	83.814223	71.3546	63.137761
CCNG2	13.677213	41.307516	31.642711	12.762909	10.861188
CNOT6L	6.1778134	7.315295	8.0582489	6.7164901	3.9353465
USO1	20.70794	35.3718	32.9722	37.4728	17.95959
CDKL2	8.16503	3.31229	2.52725	0.372532	2.555437
SHROOM3	5.63082	8.08369	11.3048	7.72373	4.54504
ANXA3	7.248016	74.951756	87.761559	27.591949	5.355981
PPA2	9.783919	8.3320800244193	11.272618	11.045761	12.415227
CENPE	0.6596009	1.8360323	2.631939	2.686427	2.47781
GSTCD	2.0448865	4.1998302	4.5305834	5.180148	3.47767954153
INTS12	10.2586264	14.313558	22.07782	9.09344017836	12.660189
ENPEP	1.3173	2.46883	1.67896	1.61405	0.757656
CASP6	11.453135	26.692405	27.601742	16.406777	18.054595
LEF1	2.147453	3.0839386	3.01366	0.3868999	1.140524
HADH	16.06507959923	32.9608835	31.1811368	18.4476142	22.533729
EGF	0.85002	1.3254393	0.639795	0.691407	1.0423471
PAPSS1	12.0349	27.7432	33.5675	19.9632	16.0369
SEC24B	5.608718	12.753617	11.118652	7.646058	6.01653
C4orf17	0	0	0.0112434	0	0
PPP3CA	12.1473267	22.060153	20.773728	8.154715	9.745365
SLC39A8	30.864116	116.89854	60.452964	10.96053	20.13328
MTTP	0.135157	0.0799071	0.0259653	0.0539794	0.0664957
FBN2	0.2709218	0.120714900123832	3.178037719	0.0418646	0.171235052
MAPK8IP3	10.12891	11.954731	8.37496	8.608813	16.12412
RGS3	22.14436404178	56.1040008	45.307696	14.620524	34.037628
GUCD1	18.7840422	40.408762	25.378711	33.975836	16.203013
TTLL8	0.00906944	0	0	0	0
RNF185	7.7942	22.6863	14.92167	15.69074	9.711291
KIAA1644	0.156171	8.06151	0.388819	0.070401	0.327999
PARVG	3.02716	4.144932	2.45723	2.742778	1.02546093
B4GALNT3	11.58966	12.71844	18.79225	6.779699	15.32952
PDE6H	0	0	0	0	0
ERP27	3.97096	17.21165	12.55417	2.586167	17.81147
ETV6	8.570836	13.378776	11.875096	11.924876	33.284249
GABARAPL1	21.123808	42.330138	24.8583093	70.675753	20.537661
KIF21A	2.721089112109	9.180216	8.17841	16.1515886	11.374464
CPNE8	4.013495	12.442274	8.489615	11.182151	8.562502
YARS2	3.41894	8.16497	4.07929	14.4916	4.52627
FGD4	1.9420938	6.154272	3.3563515	6.376966	2.653695
ALG10	1.139511	1.82255	1.0134032	5.1257877	1.987917
PIK3C2G	0.0220891	0	0	5.194798	0.4151935
FAM60A	15.197015	32.143128	23.4207604	69.786107	28.21677
PLCZ1	0.2252557	0	0	0.5003156	0.104545
AEBP2	8.836186	13.503439	9.999908	10.947035	12.392121
SLCO1C1	0.1552209	0.0718106	0.0103529	0.0576258	0.0208096
METTL20	1.6956881	2.022422	2.1450791	2.891201	3.130572
ETNK1	5.847388	11.832674	12.2288187	13.083728	12.3662548
ZCRB1	23.66756	49.774747	26.447431	72.510955	48.814038
TMEM117	0.583087	0.899482	0.664809	1.8892	0.727577
PRICKLE1	1.253252	7.57279922561	4.565205	1.617534	0.895259
C1RL	13.151215	28.891724	19.730942	37.680567	17.2092467
NDUFA9	18.0742	24.07739	28.35865	70.2545	27.561495
CLSTN3	13.28731	24.002233	13.722801	18.520802	22.45248
KLRG1	1.811881	1.66002	0.625749	2.030397	0.770494
VAMP1	5.310703	4.18168	4.65665	4.067456	3.310817
TAPBPL	23.516193	22.6832	19.4365	14.8822	4.4615684
CD27	19.7437	4.84544	6.85106	7.65597	7.73387
RBP5	4.571609	9.89926	2.26929	4.77934	2.480251
PEX5	7.523999	13.93312	11.8712181021355	18.9830253	13.9921291
PIANP	0.111079	0.248525	0.8952477	0.2481526	0.323418
SLC38A4	0.324792	0.921913	0.75938	0.0657991	0.5886836
AMIGO2	30.90428	72.75101	43.64514	12.438414	36.02174
SCAF11	19.6527888	31.8037336	24.424312	37.356047	23.830998
COL2A1	0.0159736	0.0172858	0.0443214	0.0354566	0.0200713
PPFIA2	0.2201187	0.4861750695	0.50657735	0.6368272	0.2150107
ANP32D	0	0.0692958	0	0	0.0556925
LLPH	11.65616	21.72932	23.61419	29.14317	22.4567
LRIG3	5.508905	13.992966	37.218842	4.9277825	37.840051
MARCH9	10.45184	25.96275	12.85214	8.51464	14.50661
INHBE	0.15081	0.364214	0.186898	0.2435079	0.2412918
GLIPR1	9.81679	11.201581	12.56767	8.909894	3.77638
TPH2	0	0	0.0119047	0	0
PHLDA1	8.8718174	27.263185	15.618279	9.128865	14.577206
TMEM19	15.594457	8.107065	8.762467	15.933226	8.981178
LGR5	0.2053491	0.628245	1.01163	0.0713025	0.107206
PTPRQ	0	1.583923	0.030623000436396	0.1783049	0.0197031
DUSP6	62.6487	146.7199	45.52641	34.9973	137.2722
POC1B	4.1704139	7.3320639	5.5052797	6.4415001	9.455119
TMTC3	2.0663546	5.09096	5.444723	4.14321	4.5315
LUM	65.3374	105.697	231.39	95.6902	49.4698
KERA	0.0400982	0.114857	0.196206	0.0238385	0
SNRPF	17.597741	26.4997644	29.964065	45.948035	41.865768
AMDHD1	13.5807	6.173309	6.95031	10.95048	15.203145
NEDD1	3.709682	8.94737100336931	8.113945	8.068846	6.809876
SYCP3	0	0.057215	0	0	0
ASCL1	0.0190403	0.0426194	0	0.125725	0.0164473
GAS2L3	0.247806	1.2935662	0.6019909	1.1220175	1.38534
TMEM132B	0.0196049	0.0408236	0.03536687	0.0371137	0.0411104
SLC15A4	10.56309	12.59517	15.82134	14.29192	15.22819
TDG	7.32469	11.093127	8.4621043	10.852	15.0662815
RITA1	8.385805	10.275968	15.989229	17.375866	18.019169
SDSL	11.335828	18.340418	13.481387	23.284942	33.966437
MMAB	6.761376	15.06271	11.240364	13.164519	16.260734
GLTP	15.6066	30.0860396	23.8746	20.2661	40.8123668
GIT2	8.2483585	13.2481507193777	10.7242160200291	8.2721644	9.9966552
TCHP	2.9842657	5.8938	4.8469549	6.951157	6.639827
FAM222A	0.2055441	0.848465	0.372212	2.77383	0.802643
FOXN4	0.0164399	0	0.1201261	0.12627	0.0222562
NUPL1	7.7336	17.855929	14.0166225	16.2387787	11.4042073
MTMR6	3.7642	8.79949	8.67566	4.40075	2.34717
SLC46A3	3.242368	8.028443	2.49027	7.083256	2.0057164
SLC7A1	4.21918	6.36551	8.67156	8.07843	8.00148
PDX1	0	0.696316	0	0.775545	0.00786099
LNX2	4.43711	11.1461	7.4901	7.16789	4.11847
SUOX	28.641232	16.379417	9.819980911	21.690286	23.177448
CCDC65	0.5545622	1.04049	0.733346	1.0112100445089	1.3736500170463
SLC39A5	0	0.0344322	0.0125808	0.352045	0.2932552
TARBP2	6.7019610012334	22.030011	14.065167	24.546629	17.217690138236
RDH16	0.0833618	0.0877988	0.0258581	0.743364	0.302225
DHH	0.0810135	0.0652093	0.0739322	0.112191	0.0709072
ACVRL1	6.9629083	17.448532	9.47217800020531	5.613265	5.142903
GPR84	2.0622359	1.13806	7.789733	1.76883	0.990233
NPFF	0	0	0	0	0
NABP2	12.89518	28.564086	21.468779	34.913431	47.533882
N4BP2L1	7.856981	10.250542	8.643462	4.4932614	3.452932
CELA1	0.0307995	0.0329431	0.0324816	0.027133	0
SMARCC2	13.9130922	29.4691069	14.6511312193211	24.436457	28.049357
BRCA2	0.458527	0.731621	0.953792	1.41871	1.26045
KANSL2	9.88052	16.337555	9.99780000044198	19.489681	12.146479
CERS5	16.077278	25.91131	31.261561	16.60888	14.39656
MAP3K12	0.797237	2.593909	1.818995	1.0825247	0.561047
ITGB7	12.3074625	3.5209457	12.7052366	7.7508625	2.382494
GALNT6	29.823422	42.577261	6.9978203	6.8836894	54.6279428
CSAD	13.208436	11.332619	7.997237	8.572144	16.7675684
LMBR1L	0.787216	6.301042	2.330171	7.006852	1.201634
C12orf10	18.89549	39.840841	32.91911	34.20555	25.25881
ESYT1	19.590554	47.36142	31.168762	26.5522333	30.9182211
TMBIM6	273.39205013	477.320812503	296.054965243	459.78076513	369.238591800104
ANKRD52	5.18263	10.5808	7.20804	5.7986	12.2939
KRT71	0	0	0	0.0185654	0
ZNF740	2.97938	5.61336	3.98083	4.15916	4.4806
SMIM2	0.29571	0.210075	0	0.521269	0
WDFY2	2.8141781	3.800119	3.3809453	1.823758	2.858361
HNRNPA1L2	1.12671	1.62273	2.34459	1.3368	1.04043
LPAR6	12.2452127	9.99833	11.3088277	7.426413	5.4028467
ESD	30.88561	66.79385	55.571249	55.21887	42.430879
RB1	5.10505	13.2802	5.49709	10.5603	3.65838
SBNO1	2.792224	5.15299	4.06411	3.696324	6.69406
MORN3	0.552159	0.68141	0.540024	0.887444	1.15112
SETD1B	4.069756156109	5.7665302608	5.086282259	6.64808400219419	7.537891136638
VPS33A	4.772701	7.197807	6.712829	11.5671	11.191538
VPS37B	15.467525	33.160965	28.153999	24.0527306	37.837752
RHOF	11.416965	36.35813	21.4122529	103.100396	26.1326209
DENR	16.7845	30.4368	30.5657512	49.9294	45.9862
DIAPH3	0.724928	1.58687	4.3355394	3.1034715	1.2491
SLAIN1	13.7561800639	11.713406	7.139293	4.19711061816	15.306848
RBM26	8.673282	15.629567	12.86343	16.628867	13.180853
SRRM4	0.0169167	0.0207356	0.0173831	0.0336389	0.017513
METTL21C	0.0280332	0.0300059	0	0	0
MBNL2	7.540226	21.759081963469	17.525540163297	10.63006	7.18814
RNF113B	0	0	0.0195088	0.0326409	0.0640062
ZIC5	0.0817669	0.187072	0	0.00903071	0.00441735
ABHD13	9.48161	5.44129	4.31042	4.72834	2.06863
RAB20	51.0294	33.3812	19.2883	32.591	14.4776
GRTP1	2.964699789	4.568974	10.676283	17.89984	11.956867
CUL4A	10.098901	28.57518848547	27.125972	35.7057571	19.432524
TTC6	0.9987828	1.0916763	0.7248981	3.920651	3.611813
SSTR1	0.032307	1.12464	0.107911	0.176029	0.239732
CDH24	2.489113	7.7418	2.192573	2.349579	8.722974
REM2	0.558064	1.232506	0.509466	0.680661	0.407345
CBLN3	4.238565	8.67494	3.90537	4.21971	2.282515
TSSK4	1.4678203	2.396726	0.8549884	1.585912	3.3583189
NOVA1	0.2274915	2.089658	2.5030677	1.340572	0.1279874
FITM1	0.761097	0.870568	0.2657007	0.3844185	1.071962
MDGA2	0	0	0	0.440918	0
TMX1	4.91008	20.5498	10.7836	10.8343	10.4372
FRMD6	3.7545478	12.708825	17.333843	3.6222717	5.0624871
PELI2	1.76873	2.250975	3.029644	3.24471	8.9050347
RTN1	1.7707849	1.89714	0.742854	0.552385	0.3622548
C14orf37	0.135921	1.160509	1.274625	0.568297	0.854771
SYT16	0.0267739	1.16752	0.351722	0.20331845	0.0467581
SLC38A6	17.055606	12.928286	9.989949	8.175983	6.3693036
NAA30	4.11263	13.75276	6.242146	6.43876	7.2432
ADAM21	0.0507756	0.0476854	0.306879	1.06567	0
RDH12	0.0445446	0.238035	0.0598943	0.396361	0.0554272
DCAF5	9.63557900117143	26.96932	13.941251	15.0063683	17.096738
RAB15	28.792835	31.91821	29.33805	23.271108	40.306178
WDR89	6.28781	11.432839	5.36262	7.939166	10.88663422
ESR2	0.5160049	0.5977108	0.2847972	0.603154	0.4101658
KCNH5	0	0.0025104	0	0.6759249	0.1113372
STON2	0.550131	12.869113	1.7610174	1.921404	0.4833806
EFCAB11	1.0131	12.791565	7.02505	10.71418538	4.2478573
GPR65	2.4205	2.28565	1.76976	1.13576	0.625007
PTGR2	3.80785	7.331918197199	4.836059	15.52507	8.183483
JDP2	10.540881	39.202984	27.965103	22.860674	9.600601
AK7	0.4353643	3.51272	1.341242	5.376639	2.508831
FAM181A	0	0.833443	0	0.0576578	0
SLC24A4	0.122085	0.3678993	0.0940715	0.1564987	0.136854
FBLN5	8.068061	38.893434	19.1959259	6.806039	4.601676
SERPINA10	0.0976056	0.2382473	0.0687236	0.2260524	0.168668
C14orf79	2.404058	7.44934	4.6482	11.67226	6.29472
WARS	339.4672241	157.632797	303.8693093	142.069476955536	114.242633000146
SLC25A47	0.026596	0.0146071	0.0477571	0.0583974	0.163164
WDR20	4.8867226557	13.93490324	9.0190415678	8.16563	5.2170678
NIPA2	17.367313	30.9629000147881	31.135412	30.373509	20.8771442
SLC12A6	4.7185824	8.794961	5.652767	4.193095	5.1192152
DUOXA1	2.5920023	26.710261	0.3723952	2.0522044	5.060669
MFAP1	6.66641	19.8304	16.7335	19.2145	9.15938
TCF12	8.4197649	22.1268880000983	17.9367167005047	12.2523185	9.30075510032628
SORD	2.311642	10.22501	8.52241	21.22691	7.44955
SERF2	532.8146767	937.697272	1111.281337	820.621182	504.9452901
ZSCAN29	3.202136	8.3964279	4.151908	5.308578	5.014086
DUOXA2	0	0	0	0.447921	0
DUOX2	0.2431706	1.15238	0.0393691	0.985017	0.33359147822
LYSMD2	9.58792	10.211967	16.925533	12.944685	5.706061
SLC27A2	1.869726	2.689755	8.266703	7.68701	1.995928
FGF7	0.819142	5.3806642	3.20206	5.308888	1.662304
HDC	0.30469500980089	1.337339	1.5170162	0.133663	0.352116
GCNT3	2.477736	2.914617	2.144333	39.766411	1.246278
BNIP2	8.672327	21.310133	17.408763	12.80672	8.47096
GTF2A2	28.158071	46.368035	56.925329	56.177921	32.047239
SRP14	83.83204	175.174652	139.96396	96.19402	82.157031
BAHD1	5.157778	17.17757	10.806564	5.599929	7.164521
DISP2	0.214774	0.726239	0.507967	0.349846	0.323088
CDAN1	1.976578	3.68495	1.992943	3.25423	2.791821
TLE3	10.4760666001346	27.111298	12.8799635	12.3316970000652	17.604762
ANP32A	30.4651	73.8304	46.5843	73.2504	42.957
COMMD4	19.135293	66.4054571	51.392997	107.844593	40.766847
UBE2Q2	6.784203	30.033795	24.000355	24.490189	11.871847
PSTPIP1	6.162124	7.743721	9.134855	4.3421438	0.835411
ETFA	20.687379	48.917861	38.1514378	86.868775	23.128165
BCL2A1	11.17341	21.53724	27.3501	9.54955	2.763698
HMG20A	5.9112255	12.571968066	7.968093	14.5783	6.2770865
SCAPER	1.84504	5.2339607	3.0831595	4.2956	2.714012
TSPAN3	145.64828	327.565754	267.911840471305	181.222606	122.5095676512
WDR61	17.463184	44.439757	28.4569329	56.12851	10.66932
NCOA2	8.3878340995	8.70473755	9.1420443	9.690553	14.8503036
NEIL1	1.9292684	4.596718	1.930972	1.774292	4.3818542
MAN2C1	14.17339	20.979709	20.776549	47.603082	9.2056830110448
DNAJA4	13.360307	20.0993068	10.5600698	23.403618	1.3718524
MESDC1	3.45258	7.71928	5.56471	13.3711	3.7004
TPM1	87.429752571	153.085746	263.972750558363	55.394704	63.9270196011453
IGF1R	3.8221	8.0416	8.41281	20.7938931	4.949674
ARRDC4	3.95028	7.2429	4.09814	2.7958	3.46572
PIF1	0.98410113	1.093080764	1.918988	3.927334	2.4598619
USP3	6.57193	14.413307	8.7125366	12.875372	8.208868
CYP11A1	0.191198	0.835681	0.1728304	0.341133	0.0626837
BBS4	3.9801187	8.408629	6.8191466	7.062723	4.198408
PML	24.982115	38.1155913	52.6679023006583	53.543864000979	21.035080652
CYP1A1	0.0240937	0	0.0862061	0.0556215	9.117748
ADAMTS17	0.3659845	0.481125	1.4034322	0.1577767	0.2402815
LINS	2.479118575	3.324676	2.796395	7.1219792	2.069289
ULK3	1.363442	8.19206	10.41636	14.674012	9.9421264
GOLGA6D	0	0.0529229	0	0.0110769	0
PCSK6	3.05542000698758	2.610695	5.176055	7.0629026404655	9.48479077254457
CCDC33	0	0.065	0	0	0.1797838
CELF6	0.488157	1.4050805	0.549947	0.3436308	1.8172724
SCAMP2	36.377798	87.422476	56.065	77.484139	42.355385
CYP1A2	0.219459	0.467331	0.243415	0.348092	0.465015
LMAN1L	0.1246195	0	0	0	0.0500645
HAPLN3	12.335786	7.103102	27.808458	5.295714	4.335989
RHCG	0	1.30564	0	5.433198	0.00223548
POLG	5.28114	14.1256	9.85973	15.85178	5.94595
RLBP1	0	0.0150241	0.0623858	0.1550282	0.0507941
FANCI	4.268581	7.6599826	9.964168	26.261982	6.350088
ABHD2	8.38572	35.519505	20.249527	20.25451	9.2242329
WDR93	0.186776	0.165312	0.2047382	1.764766850565	1.109837227
TICRR	0.394712	0.81143857	0.926773	2.354491	1.05293
NTRK3	0.15195119	0.3131203	0.163963	2.5870841	0.1757296
DET1	1.484017	2.911989	2.2412	3.795963	1.241021
MFGE8	35.515985	114.51189	108.857989	45.076327	43.828899
ZNF710	9.075658	13.29255	11.09687	13.10162	10.814065
UNC45A	9.980511	29.976286	19.2099	30.765492	12.882167
ST8SIA2	0.0280643	0.168144	0.523101	0.00825556	0.0285794
MCTP2	3.560252	10.457259	4.748292	3.9501024	4.872616
FURIN	26.7254220005233	82.48969	43.236043	375.6880447	36.03369
IQGAP1	19.938462	63.247387655896	37.766013	36.80303	18.779209
CRTC3	5.3863608	12.6163578	8.854624	19.71479	5.899101
EFTUD1	2.503488	8.860866	7.08598	17.898107	7.0080287
SH3GL3	0.0306099	0.582143	0.119496	0.0515994	5.09206e-07
SEC11A	52.801906	156.244825	122.307983	172.514579	78.08681
SEPT12	0	0.00178549	0	0.0306894	0
GLYR1	16.799812	35.255092	23.527238	43.42053	18.01012
PMM2	15.6741771	24.9758	39.9099	69.2232	19.1274
SLC5A2	0.0350801	0.251548	0.187789	0.172199	0.583198
ITGAX	8.75473	10.430736	15.45644	11.18297	3.849197
TGFB1I1	6.820106828969	16.7628855	36.4743	8.172203	7.8104442
C16orf58	25.339027	35.035508	37.067087	66.95978	52.881113
ARMC5	2.804249	9.1270018	7.06301	7.9217449	3.645314
PARN	11.6565631	27.875113	19.145491	78.9852074	12.3149558
FTO	6.814177	16.413915	11.384742	10.65771	5.591608
UQCRC2	28.476241	57.6658000245843	41.14304	122.214395	27.05144
CDR2	10.252283	17.795334	22.038123	28.445751	12.8656849
IGSF6	11.687516	9.86607	7.58312	3.55519	2.93593
ARHGAP17	18.471191	31.870732	28.5874178	43.279327	14.242577
MYLK3	0.154705	0.216027	0.178624	0.274375	0.243954
ABCC12	0	0	0	0	0
NKD1	0.223299	1.59902	0.507556	0.319069	0.622557
DHX38	9.239822	21.22978	16.100113	21.654693	8.81673
TXNL4B	5.115133	10.57092	5.681506	6.277517	3.9162428
MARVELD3	2.2167759	12.910211	6.166763	13.722868	5.328126
CHST4	0.0518715	0.694409	0.0840265	0.2322285	0.0770625
ZFHX3	1.293127	6.0616	2.367246	2.620458	2.503879
CLEC18B	0.0343293	1.01101	0.0547159	0.541154	0.429609
CPNE2	16.14686	41.0117600132532	20.6565080001588	14.376609	16.857958
NLRC5	8.844846	6.6050250820445	7.2456638	12.159008	5.14972167
KATNB1	8.075248	12.79321	9.58967	14.724409	17.5954
KIFC3	31.9308730243	52.930764442	54.412927	85.951742514	70.5277773
ADAMTS18	0.115369	0.329386	0.307468	0.0606584	0.0769728
NUDT7	1.524887	5.878844	2.316597	7.887419	2.491599
GCSH	1.810115	7.268096	4.363009	7.494487	2.744982
CMTM3	32.62719	77.85359	75.342244	10.8333545	33.453886
CMTM2	0.2982633	0.390855	0.257847	0.114057	0.146431
CDH11	15.70992	34.253148	47.774988	12.50748	10.707962
NOL3	13.91142203	34.05345	31.1320019	22.521321	29.836981
MAP1LC3B	18.642625	51.254517	36.341319	50.53542	19.936441
MBTPS1	15.2363	44.6598	25.9487	32.184439	20.4590082
CDH13	3.513644	4.07873450048569	10.195379	2.987832	2.1290707
ZCCHC14	4.27534	10.721445	6.616045	6.62358	7.184628
TLDC1	1.782176	9.219791	4.35603	7.519427	3.525185
ADAD2	0.0318038	0.134997	0.0364167	0.073084	0
OSGIN1	2.0656595	13.29516	4.070741	19.224177	4.3510958
IRF8	12.252264	20.562125	8.574426	7.451321	3.3957414
RHOT2	15.418121	27.3952	24.582387	28.750829	25.255855
RPL3L	0.102333	0.350993	0.1961129	0.174357	0.213495
ZSCAN32	3.7729522	6.521203	4.1115458	4.5507925	2.4732314196659
RPS2	1079.585909	2287.613321	2654.953264	1351.115665	1993.002976
NDUFB10	78.93865	130.88014	97.43654	105.287647	72.52861
PDPK1	6.2548172	15.1519479	8.1547728	4.5684592	7.2871795
TIGD7	1.47465	2.14582	2.84362	1.26947	1.76616
DEF8	17.632353	54.591275	31.9291701	23.6469411	15.5823179
TCF25	31.867299	71.104678	74.387225	73.047783	40.997789
GALNS	3.454215	15.897902	9.295777	13.168904	4.426046
GAS8	2.69252960155023	6.192460700655	6.97546	8.41874	6.963935
MED9	5.60135	12.9422	9.10045	7.77562	6.36413
NCOR1	14.2879475	25.0324465	19.1737608	12.447219592	12.7518522
COPS3	17.231444	52.761217	45.3484091	26.508886	27.047416
GID4	3.03227	6.877783	2.964059	1.997104	3.499299
ZNF287	1.581498	4.963636	1.801571	1.889100501328	2.1500921
MYOCD	0.0469247	0.369656	0.0679713	0.0662818	0.0334148
KSR1	11.973646	28.7517038	3.427054	13.2362985	37.8192574
CIRH1A	7.590024	26.56659	21.900514	28.556896	14.7161493
RANBP10	1.73327236492139	6.147258	3.3918797	6.42168300023501	2.907454124749
CTRL	0.717399	0.382928	0.525862	0.702441	0.383697
DPEP3	0.0358585	0.0523747	0.125921	0.473815	0.0418439
GFOD2	3.3949498	9.537213	6.29939000137175	10.209129	3.421778886614
NOB1	14.0687	34.6956	34.7496	35.4692	18.5033
PRPSAP2	16.260882	24.3583321433525	16.603455	16.9495427	25.224278
UNC45B	0.0324649717893	0.093036496943	0.009173972997	0.042005270443968	0.022949724286
PCTP	8.465688	32.626999	14.673228	10.080389	12.717785
OR4D1	0	0	0	0	0
TOM1L1	20.120512	41.44338474	26.2952880035149	24.99201	28.3812
KIF2B	0	0	0	0	0
C17orf80	4.4312185	11.164079	4.579222	8.3862002	4.988977
TOB1	34.81202	31.977275	14.1623	42.702112	12.9144
VPS53	4.456189	9.745144	7.0707585	2.680753	3.7357826
SPATA22	0.0211269	0.134255	0.443445	0	0
SGSM2	26.838568	52.3768612	23.256125	18.147764	25.262559
NPEPPS	26.12547	85.72075	40.5426365	27.23752	63.65319
SKAP1	4.102544	19.23587	4.765094	5.5898401	0.9563232
LRRC46	0.207602	0.669493	0.672644	2.73205	1.12266
SCRN2	9.395172	22.806631	14.960308	16.482253	8.954812
SSH2	6.8837877	19.2354544	11.613621	6.81892	12.5347762
RHBDL3	0.04061873	0.166367	0.0764945	0.676165	0.11878230956779
SPACA3	0.389762	1.05724	0.2478657	0.105451	0.261812
ARSG	1.04906	3.380174	1.574706	1.896698	1.559234
ABCA8	0.22195621	3.695919	0.0905413	0.946345000309761	0.254268
G6PC3	95.433806	57.106	46.7344	67.4866	49.7583
CLTC	143.704419	179.493017	139.367422	102.823788	166.7931
C17orf64	0.236525	0.725931	0.2936974	0.303999	1.361278
BCAS3	2.7036371	10.0657852742	4.78484108	4.3278804	4.1698857
PTRH2	25.52697	39.594832	23.14079	26.79531	22.77341
SS18	15.6219921	30.191127	29.458675	37.186217	22.181108
TAF4B	0.128418	0.1783277	0.12134	1.001621	0.1880521
AFG3L2	18.1439	23.641	17.5332	39.7437	12.9842
SLMO1	5.70715	3.210054	4.5854117	3.77973	4.3888378
IMPA2	50.6221	24.3409	46.0739	89.425466	100.774873
GNAL	1.292492	1.6902642	1.027113	2.81743	0.9064915
SLC39A6	12.493472	26.337637	29.0520942	27.657787	16.013339
RPRD1A	8.007331	15.30776	15.4699661	26.6905600001987	10.962847
C18orf21	12.209524	16.7713810223351	17.9181200057926	22.523152	15.872617
GALNT1	21.8531384	43.4084804	31.7212878	34.77755	24.229573
ASXL3	0.1501146	0.0835757	0.103242	0.0526055	0.0322694
ADCYAP1	0.2347187	0.0994555	0.0175671	0.074538	0.0261967
MEP1B	0.02348533	0.100218	0.19809	0.601632097	0.171905499
SLC25A52	0.024135	0.166124	0	0	0.0208109
GAREM	1.8583115	5.899279	2.426157	5.5492	2.86308
ESCO1	6.69957	11.54781	7.87037	11.24152	6.51202
OSBPL1A	7.747743	11.10774	8.6808961	12.279047	9.039921
GATA6	1.1969	5.9834451	2.56346	5.5042369	0.7110138
GREB1L	0.442391	1.8524246	2.4328507	1.382235	1.6340312
C18orf8	7.22856	8.466282	9.898295	17.2227	6.5112882
PELP1	12.778726	30.3622158000822	26.5030484	25.586017	20.384561
NPC1	23.050731	35.56992	23.6063	27.62044	13.962302
SLC14A1	0.57581159	0.380275	0.1957708	0.3773357	0.3131585
ARRB2	25.106608	49.987408	34.355552	41.327749	20.529178
SLC13A5	0.109877	0	0	0.891263	0
ZMYND15	2.0540258	4.565826	1.883231	6.8148949	1.437105
